sample_index,true_label,true_class,majority_vote_label,majority_vote_class,majority_vote_correct,mean_probability_label,mean_probability_class,mean_probability_correct,strategies_agree,efficientnet_b0_label,efficientnet_b0_class,efficientnet_b0_confidence,resnet50_label,resnet50_class,resnet50_confidence,convnext_tiny_label,convnext_tiny_class,convnext_tiny_confidence,vit_b_16_label,vit_b_16_class,vit_b_16_confidence,vmamba_label,vmamba_class,vmamba_confidence,cnn_shallow_label,cnn_shallow_class,cnn_shallow_confidence
225,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9585385322570801,0,galaxy,0.9514093995094299,0,galaxy,0.9859262704849243,0,galaxy,0.970760703086853,0,galaxy,0.9820903539657593,0,galaxy,0.8543660044670105
226,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9493890404701233,0,galaxy,0.6291313171386719,0,galaxy,0.9638840556144714,0,galaxy,0.9623423218727112,0,galaxy,0.9106614589691162,0,galaxy,0.4801037609577179
227,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9112281799316406,0,galaxy,0.843257486820221,0,galaxy,0.9718371629714966,0,galaxy,0.9650925993919373,0,galaxy,0.9825222492218018,0,galaxy,0.5793600678443909
228,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9823396801948547,0,galaxy,0.7736080884933472,0,galaxy,0.9761523008346558,0,galaxy,0.9694445729255676,0,galaxy,0.9543944597244263,0,galaxy,0.5658324956893921
229,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9945536851882935,0,galaxy,0.9460605382919312,0,galaxy,0.97422194480896,0,galaxy,0.9834764003753662,0,galaxy,0.9594551920890808,1,quasar,0.41131386160850525
230,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9881293177604675,0,galaxy,0.9990482926368713,0,galaxy,0.9856356382369995,0,galaxy,0.9832893013954163,0,galaxy,0.9866646528244019,0,galaxy,0.8017417788505554
231,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9379132390022278,0,galaxy,0.9965564012527466,0,galaxy,0.8495674133300781,0,galaxy,0.8316556811332703,0,galaxy,0.9701209664344788,0,galaxy,0.4292506277561188
232,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9307728409767151,0,galaxy,0.9434288740158081,0,galaxy,0.9356067776679993,0,galaxy,0.9331074357032776,0,galaxy,0.9652310609817505,0,galaxy,0.6201512217521667
233,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9881809949874878,0,galaxy,0.9909189939498901,0,galaxy,0.9815418720245361,0,galaxy,0.989656925201416,0,galaxy,0.9859701991081238,0,galaxy,0.7592493891716003
234,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8415771722793579,0,galaxy,0.9669469594955444,0,galaxy,0.9783493280410767,0,galaxy,0.9895449280738831,0,galaxy,0.9821228384971619,0,galaxy,0.8021067976951599
235,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.987692654132843,0,galaxy,0.9953481554985046,0,galaxy,0.9804688096046448,0,galaxy,0.9856632351875305,0,galaxy,0.9841322898864746,0,galaxy,0.8983681797981262
236,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9630638957023621,0,galaxy,0.8870254158973694,0,galaxy,0.9789738655090332,0,galaxy,0.9726420640945435,0,galaxy,0.9322730898857117,0,galaxy,0.5236110687255859
237,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8807233572006226,0,galaxy,0.987105131149292,0,galaxy,0.977205216884613,0,galaxy,0.9882445335388184,0,galaxy,0.9589719176292419,0,galaxy,0.7092298269271851
238,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9613507390022278,0,galaxy,0.9853314161300659,0,galaxy,0.9786196351051331,0,galaxy,0.9571937918663025,0,galaxy,0.9818313717842102,0,galaxy,0.7665165662765503
239,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9336305856704712,0,galaxy,0.9491040706634521,0,galaxy,0.9736216068267822,0,galaxy,0.9837628602981567,0,galaxy,0.9730082750320435,0,galaxy,0.7204066514968872
240,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9787406325340271,0,galaxy,0.9968208074569702,0,galaxy,0.980751633644104,0,galaxy,0.9933384656906128,0,galaxy,0.9821441173553467,0,galaxy,0.5894919633865356
241,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9786715507507324,0,galaxy,0.9998201727867126,0,galaxy,0.9847731590270996,0,galaxy,0.9390603303909302,0,galaxy,0.9861339926719666,0,galaxy,0.9368041157722473
242,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8313676118850708,0,galaxy,0.9764927625656128,0,galaxy,0.9744513034820557,0,galaxy,0.988102376461029,0,galaxy,0.9673506021499634,0,galaxy,0.9238943457603455
243,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9797778129577637,0,galaxy,0.9937019348144531,0,galaxy,0.9821741580963135,0,galaxy,0.9769495129585266,0,galaxy,0.9862050414085388,0,galaxy,0.6715627908706665
244,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9392480254173279,0,galaxy,0.670032262802124,0,galaxy,0.9709840416908264,0,galaxy,0.9851101636886597,0,galaxy,0.9615495204925537,2,star,0.6303381323814392
245,0,galaxy,0,galaxy,True,2,star,False,False,1,quasar,0.5487699508666992,1,quasar,0.36295852065086365,2,star,0.9066107273101807,2,star,0.6148067712783813,0,galaxy,0.9351483583450317,0,galaxy,0.35999566316604614
246,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9207817316055298,0,galaxy,0.9687855839729309,0,galaxy,0.9808750152587891,0,galaxy,0.9889419078826904,0,galaxy,0.971738338470459,0,galaxy,0.6717172265052795
247,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5869099497795105,0,galaxy,0.8380483388900757,0,galaxy,0.9644172191619873,0,galaxy,0.7673205137252808,0,galaxy,0.9177753329277039,0,galaxy,0.5048204660415649
248,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9129957556724548,0,galaxy,0.8261475563049316,0,galaxy,0.923297643661499,0,galaxy,0.9746015667915344,0,galaxy,0.9352236390113831,0,galaxy,0.5220550298690796
249,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9884922504425049,0,galaxy,0.9600697755813599,0,galaxy,0.9395125508308411,0,galaxy,0.987744152545929,0,galaxy,0.9243589043617249,0,galaxy,0.6687822341918945
250,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9955675005912781,0,galaxy,0.9989750385284424,0,galaxy,0.9856904149055481,0,galaxy,0.9869260787963867,0,galaxy,0.9865865707397461,0,galaxy,0.8836275935173035
251,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9657461047172546,0,galaxy,0.9913089275360107,0,galaxy,0.9780520796775818,0,galaxy,0.9852792024612427,0,galaxy,0.9802799224853516,0,galaxy,0.8550507426261902
252,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9781116247177124,0,galaxy,0.9945730566978455,0,galaxy,0.9751918315887451,0,galaxy,0.9910484552383423,0,galaxy,0.9555990695953369,0,galaxy,0.6088394522666931
253,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9446685910224915,0,galaxy,0.8861938118934631,0,galaxy,0.9770870804786682,0,galaxy,0.9902944564819336,0,galaxy,0.965912401676178,0,galaxy,0.910380482673645
254,0,galaxy,0,galaxy,True,0,galaxy,True,True,2,star,0.7023995518684387,0,galaxy,0.9524521231651306,0,galaxy,0.9203488826751709,0,galaxy,0.5493513941764832,0,galaxy,0.9101451635360718,0,galaxy,0.404854416847229
255,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.925446629524231,0,galaxy,0.9458252191543579,0,galaxy,0.9701706767082214,0,galaxy,0.9778209924697876,0,galaxy,0.9339748620986938,0,galaxy,0.7518208026885986
256,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9640200138092041,0,galaxy,0.985632061958313,0,galaxy,0.9733664393424988,0,galaxy,0.9787207841873169,0,galaxy,0.9516276121139526,0,galaxy,0.5328012108802795
257,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9623910188674927,0,galaxy,0.9881187081336975,0,galaxy,0.9756007194519043,0,galaxy,0.9716723561286926,0,galaxy,0.9394822716712952,0,galaxy,0.6831396222114563
258,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8011807203292847,0,galaxy,0.5768573880195618,0,galaxy,0.9472259283065796,0,galaxy,0.9824533462524414,0,galaxy,0.943446159362793,0,galaxy,0.5961205363273621
259,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7810850143432617,0,galaxy,0.9376970529556274,0,galaxy,0.939693033695221,0,galaxy,0.9907251000404358,0,galaxy,0.944135308265686,0,galaxy,0.48517730832099915
260,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9432357549667358,0,galaxy,0.8384490609169006,0,galaxy,0.9659444093704224,0,galaxy,0.9767915606498718,0,galaxy,0.9492743015289307,0,galaxy,0.5785964131355286
261,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9892500638961792,0,galaxy,0.9994962215423584,0,galaxy,0.9735949635505676,0,galaxy,0.9806084632873535,0,galaxy,0.9597500562667847,0,galaxy,0.7188665866851807
262,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8100367784500122,1,quasar,0.4141622483730316,0,galaxy,0.9215773344039917,0,galaxy,0.9713523983955383,0,galaxy,0.9214364290237427,0,galaxy,0.38463690876960754
263,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9594850540161133,0,galaxy,0.9935131669044495,0,galaxy,0.9635306000709534,0,galaxy,0.907280445098877,0,galaxy,0.9823250770568848,0,galaxy,0.9570099711418152
264,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8706471920013428,0,galaxy,0.8699081540107727,0,galaxy,0.9679949283599854,0,galaxy,0.9799654483795166,0,galaxy,0.973565936088562,0,galaxy,0.7140268087387085
265,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9972968697547913,0,galaxy,0.9932789206504822,0,galaxy,0.979945957660675,0,galaxy,0.9914852976799011,0,galaxy,0.977061927318573,0,galaxy,0.6944515109062195
266,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.91916823387146,0,galaxy,0.9370702505111694,0,galaxy,0.9748952388763428,0,galaxy,0.9922673106193542,0,galaxy,0.9558050632476807,0,galaxy,0.691506028175354
267,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.7768691182136536,0,galaxy,0.9211637377738953,0,galaxy,0.9818475246429443,0,galaxy,0.7424349188804626,0,galaxy,0.9769754409790039,0,galaxy,0.9810932278633118
268,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.995473325252533,0,galaxy,0.9994675517082214,0,galaxy,0.9871750473976135,0,galaxy,0.9923956394195557,0,galaxy,0.9856254458427429,0,galaxy,0.8622931241989136
269,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9824454188346863,0,galaxy,0.9998759031295776,0,galaxy,0.9892162084579468,0,galaxy,0.9775789380073547,0,galaxy,0.9845104813575745,0,galaxy,0.8606774210929871
270,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9823922514915466,0,galaxy,0.9677313566207886,0,galaxy,0.9838279485702515,0,galaxy,0.9880687594413757,0,galaxy,0.9846495985984802,0,galaxy,0.6458401083946228
271,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9171607494354248,0,galaxy,0.8997190594673157,0,galaxy,0.9445272088050842,0,galaxy,0.9350090026855469,0,galaxy,0.9784923195838928,0,galaxy,0.5754557847976685
272,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9499898552894592,0,galaxy,0.9973925352096558,0,galaxy,0.9797896146774292,0,galaxy,0.9830811619758606,0,galaxy,0.9828826785087585,0,galaxy,0.6733101606369019
273,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9918732047080994,0,galaxy,0.9998682737350464,0,galaxy,0.9875734448432922,0,galaxy,0.992385983467102,0,galaxy,0.9858511090278625,0,galaxy,0.769109308719635
274,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9689539074897766,0,galaxy,0.996269702911377,0,galaxy,0.9779704213142395,0,galaxy,0.993984043598175,0,galaxy,0.9589114189147949,0,galaxy,0.7313299179077148
275,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9878052473068237,0,galaxy,0.9932472705841064,0,galaxy,0.9804993271827698,0,galaxy,0.9902101755142212,0,galaxy,0.9610798954963684,0,galaxy,0.6642443537712097
276,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9740058779716492,0,galaxy,0.9841529726982117,0,galaxy,0.9806545376777649,0,galaxy,0.9856780171394348,0,galaxy,0.976445734500885,0,galaxy,0.7052559852600098
277,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9847692251205444,0,galaxy,0.993219792842865,0,galaxy,0.9841647744178772,0,galaxy,0.9940588474273682,0,galaxy,0.9818122982978821,0,galaxy,0.8026598691940308
278,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9729348421096802,0,galaxy,0.9739418625831604,0,galaxy,0.980268657207489,0,galaxy,0.9838025569915771,0,galaxy,0.9808104634284973,0,galaxy,0.4130724370479584
279,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.96966952085495,0,galaxy,0.9994958639144897,0,galaxy,0.9870254397392273,0,galaxy,0.9875819683074951,0,galaxy,0.9771329164505005,0,galaxy,0.7178061604499817
280,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9759859442710876,0,galaxy,0.9951392412185669,0,galaxy,0.9806423783302307,0,galaxy,0.9911393523216248,0,galaxy,0.9862335920333862,0,galaxy,0.7343287467956543
281,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.982795774936676,0,galaxy,0.9574768543243408,0,galaxy,0.9695953130722046,0,galaxy,0.9814407825469971,0,galaxy,0.9490340948104858,0,galaxy,0.5266140103340149
282,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9807729721069336,0,galaxy,0.964490532875061,0,galaxy,0.971381425857544,0,galaxy,0.9759019017219543,0,galaxy,0.9689759612083435,0,galaxy,0.634373128414154
283,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9914002418518066,0,galaxy,0.9953415393829346,0,galaxy,0.9701036214828491,0,galaxy,0.981594443321228,0,galaxy,0.9815958142280579,0,galaxy,0.7717596888542175
284,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9862344861030579,0,galaxy,0.9838830828666687,0,galaxy,0.980295717716217,0,galaxy,0.9916369318962097,0,galaxy,0.9835831522941589,2,star,0.5620326995849609
285,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9702767133712769,0,galaxy,0.9288488030433655,0,galaxy,0.951107919216156,0,galaxy,0.9849820137023926,0,galaxy,0.9513104557991028,0,galaxy,0.4094456136226654
286,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.960974395275116,0,galaxy,0.991010308265686,0,galaxy,0.982379674911499,0,galaxy,0.9848707318305969,0,galaxy,0.9797026515007019,0,galaxy,0.5120226144790649
287,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9757947325706482,0,galaxy,0.9994264841079712,0,galaxy,0.9857385158538818,0,galaxy,0.990506112575531,0,galaxy,0.986682653427124,0,galaxy,0.8125258088111877
288,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9853691458702087,0,galaxy,0.908655047416687,0,galaxy,0.9758751392364502,0,galaxy,0.9823397994041443,0,galaxy,0.9487294554710388,0,galaxy,0.5235291719436646
289,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9915034770965576,0,galaxy,0.9478144645690918,0,galaxy,0.9744263291358948,0,galaxy,0.987951934337616,0,galaxy,0.9239407777786255,0,galaxy,0.4648483693599701
290,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9720037579536438,0,galaxy,0.955203115940094,0,galaxy,0.9645137786865234,0,galaxy,0.9811590909957886,0,galaxy,0.9540619850158691,0,galaxy,0.5403116941452026
291,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.993044912815094,0,galaxy,0.9439336657524109,0,galaxy,0.9763790965080261,0,galaxy,0.9830925464630127,0,galaxy,0.9729424715042114,0,galaxy,0.527099609375
292,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9468656182289124,0,galaxy,0.9988582134246826,0,galaxy,0.974506676197052,0,galaxy,0.9794522523880005,0,galaxy,0.977344810962677,0,galaxy,0.6235131025314331
293,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9791396856307983,0,galaxy,0.9672515392303467,0,galaxy,0.9779449105262756,0,galaxy,0.9877967238426208,0,galaxy,0.933325469493866,2,star,0.43417003750801086
294,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.977833092212677,0,galaxy,0.9997979998588562,0,galaxy,0.9885542988777161,0,galaxy,0.9867048859596252,0,galaxy,0.9863734245300293,0,galaxy,0.6902959942817688
295,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9751323461532593,0,galaxy,0.9984530210494995,0,galaxy,0.9860557317733765,0,galaxy,0.9941377639770508,0,galaxy,0.9869274497032166,0,galaxy,0.5575718283653259
296,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9919117093086243,0,galaxy,0.9831153750419617,0,galaxy,0.9732654690742493,0,galaxy,0.9940112233161926,0,galaxy,0.9772524237632751,0,galaxy,0.4257698059082031
297,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9469502568244934,0,galaxy,0.9983786344528198,0,galaxy,0.9849099516868591,0,galaxy,0.9717498421669006,0,galaxy,0.9816654324531555,0,galaxy,0.9339906573295593
298,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9451236128807068,0,galaxy,0.9881312847137451,0,galaxy,0.9748647809028625,0,galaxy,0.990459680557251,0,galaxy,0.97890704870224,0,galaxy,0.5885653495788574
299,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.988509476184845,0,galaxy,0.8818875551223755,0,galaxy,0.9699664115905762,0,galaxy,0.9892266988754272,0,galaxy,0.9676785469055176,0,galaxy,0.7697517275810242
300,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9941998720169067,0,galaxy,0.9233084321022034,0,galaxy,0.9699018001556396,0,galaxy,0.986443281173706,0,galaxy,0.9313679933547974,0,galaxy,0.8396204710006714
301,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9902016520500183,0,galaxy,0.986261785030365,0,galaxy,0.9643667936325073,0,galaxy,0.9826940894126892,0,galaxy,0.949083149433136,2,star,0.435895711183548
302,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9924260377883911,0,galaxy,0.9990637898445129,0,galaxy,0.9850238561630249,0,galaxy,0.9877174496650696,0,galaxy,0.9842373728752136,0,galaxy,0.7583169341087341
303,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9646704196929932,0,galaxy,0.9520609378814697,0,galaxy,0.9772762656211853,0,galaxy,0.9849821329116821,0,galaxy,0.9422373175621033,0,galaxy,0.4092136025428772
304,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8638196587562561,0,galaxy,0.8934834599494934,0,galaxy,0.9620551466941833,0,galaxy,0.9857631921768188,0,galaxy,0.9533219933509827,0,galaxy,0.47569677233695984
305,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.995785653591156,0,galaxy,0.9392256140708923,0,galaxy,0.973016083240509,0,galaxy,0.9763187766075134,0,galaxy,0.9508485198020935,2,star,0.4621463119983673
306,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9746691584587097,0,galaxy,0.930116593837738,0,galaxy,0.9550988078117371,0,galaxy,0.7761142253875732,0,galaxy,0.9269901514053345,1,quasar,0.4738094210624695
307,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9668914675712585,0,galaxy,0.9215776324272156,0,galaxy,0.9748079180717468,0,galaxy,0.9911959171295166,0,galaxy,0.9658803343772888,0,galaxy,0.49449044466018677
308,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9573326110839844,0,galaxy,0.986494779586792,0,galaxy,0.9811237454414368,0,galaxy,0.9799297451972961,0,galaxy,0.9781526923179626,0,galaxy,0.8943224549293518
309,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9777135252952576,0,galaxy,0.9895805716514587,0,galaxy,0.9783452153205872,0,galaxy,0.9891656041145325,0,galaxy,0.9750962853431702,0,galaxy,0.7736325860023499
310,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9960544109344482,0,galaxy,0.7405075430870056,0,galaxy,0.9210060834884644,0,galaxy,0.9867905974388123,0,galaxy,0.9270772933959961,0,galaxy,0.5969602465629578
311,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.99534010887146,0,galaxy,0.9118680357933044,0,galaxy,0.9704532027244568,0,galaxy,0.9760761260986328,0,galaxy,0.9317898750305176,0,galaxy,0.5242884755134583
312,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8323233723640442,0,galaxy,0.9997147917747498,0,galaxy,0.9816178679466248,0,galaxy,0.977678656578064,0,galaxy,0.9806352853775024,2,star,0.5146079063415527
313,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.8932252526283264,0,galaxy,0.9559348225593567,0,galaxy,0.9707457423210144,0,galaxy,0.9683448672294617,0,galaxy,0.9645875692367554,0,galaxy,0.5783610939979553
314,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9281901717185974,0,galaxy,0.8072963356971741,0,galaxy,0.9719478487968445,0,galaxy,0.9862090349197388,0,galaxy,0.9369044899940491,2,star,0.38109472393989563
315,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9922986626625061,0,galaxy,0.971025288105011,0,galaxy,0.9644521474838257,0,galaxy,0.982393741607666,0,galaxy,0.97406005859375,2,star,0.5153911113739014
316,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.6785500049591064,0,galaxy,0.9509211778640747,0,galaxy,0.9797232747077942,0,galaxy,0.9854856729507446,0,galaxy,0.9561360478401184,0,galaxy,0.41221389174461365
317,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9875484704971313,0,galaxy,0.9940841794013977,0,galaxy,0.9689769744873047,0,galaxy,0.9901635050773621,0,galaxy,0.9609701037406921,0,galaxy,0.5690963864326477
318,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9708839058876038,0,galaxy,0.8655291199684143,0,galaxy,0.9570620656013489,0,galaxy,0.9115209579467773,0,galaxy,0.9201884269714355,0,galaxy,0.6584855318069458
319,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9657542705535889,0,galaxy,0.9613615274429321,0,galaxy,0.9710308313369751,0,galaxy,0.9882800579071045,0,galaxy,0.9619026780128479,0,galaxy,0.8820280432701111
320,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9176347851753235,0,galaxy,0.9996756315231323,0,galaxy,0.9709449410438538,0,galaxy,0.9623749852180481,0,galaxy,0.9792784452438354,0,galaxy,0.7168605923652649
321,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9794560074806213,0,galaxy,0.9898669719696045,0,galaxy,0.9811935424804688,0,galaxy,0.9922659993171692,0,galaxy,0.9628190398216248,0,galaxy,0.7970072627067566
322,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9569677710533142,0,galaxy,0.9863090515136719,0,galaxy,0.978050172328949,0,galaxy,0.9716591238975525,0,galaxy,0.9782670736312866,0,galaxy,0.6808962821960449
323,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9596148729324341,0,galaxy,0.9943913817405701,0,galaxy,0.9805399179458618,0,galaxy,0.9906191825866699,0,galaxy,0.9809882640838623,0,galaxy,0.8907427191734314
324,0,galaxy,1,quasar,False,1,quasar,False,True,0,galaxy,0.5143786072731018,1,quasar,0.45971646904945374,1,quasar,0.6628142595291138,1,quasar,0.34649717807769775,1,quasar,0.6669650673866272,0,galaxy,0.5048591494560242
325,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.5484636425971985,1,quasar,0.5127429962158203,0,galaxy,0.9181621074676514,0,galaxy,0.9423888921737671,0,galaxy,0.9584166407585144,0,galaxy,0.5755631923675537
326,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9828977584838867,0,galaxy,0.989794135093689,0,galaxy,0.9761399626731873,0,galaxy,0.93789142370224,0,galaxy,0.9322463274002075,0,galaxy,0.46742895245552063
327,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9631209373474121,0,galaxy,0.898188591003418,0,galaxy,0.9662467241287231,0,galaxy,0.9821581840515137,0,galaxy,0.9638216495513916,2,star,0.3478686511516571
328,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9419795870780945,0,galaxy,0.9827706813812256,0,galaxy,0.9530979990959167,0,galaxy,0.9725792407989502,0,galaxy,0.9130008220672607,0,galaxy,0.5875459313392639
329,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9761126041412354,0,galaxy,0.9620198011398315,0,galaxy,0.9710217118263245,0,galaxy,0.9869815707206726,0,galaxy,0.9644750952720642,0,galaxy,0.5724437832832336
330,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9694160223007202,0,galaxy,0.9799854755401611,0,galaxy,0.9761022329330444,0,galaxy,0.9849456548690796,0,galaxy,0.9532882571220398,0,galaxy,0.512370765209198
331,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9067144393920898,0,galaxy,0.9976409673690796,0,galaxy,0.9569740891456604,0,galaxy,0.9151386022567749,0,galaxy,0.9782696962356567,0,galaxy,0.547609806060791
332,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9641529321670532,0,galaxy,0.9963156580924988,0,galaxy,0.981137752532959,0,galaxy,0.9821153879165649,0,galaxy,0.9860479831695557,0,galaxy,0.8386114835739136
333,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9940239787101746,0,galaxy,0.9583771228790283,0,galaxy,0.9781612157821655,0,galaxy,0.9332267045974731,0,galaxy,0.9522005915641785,2,star,0.4394798278808594
334,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9594488143920898,0,galaxy,0.9948921203613281,0,galaxy,0.977374255657196,0,galaxy,0.5534659028053284,0,galaxy,0.9862467050552368,0,galaxy,0.7927167415618896
335,0,galaxy,0,galaxy,True,0,galaxy,True,True,0,galaxy,0.9486408233642578,0,galaxy,0.947008490562439,0,galaxy,0.9752324223518372,0,galaxy,0.9843904376029968,0,galaxy,0.9827722907066345,0,galaxy,0.6156057715415955
